,id,name,position,dateOfBirth,nationality,club
23,246096,Jamie McDonnell,Midfield,2004-02-16,Northern Ireland,Nottingham
24,3663,Divock Origi,Offence,1995-04-18,Belgium,Nottingham
25,7816,Callum Hudson-Odoi,Offence,2000-11-07,England,Nottingham
26,8057,Chris Wood,Offence,1991-12-07,New Zealand,Nottingham
27,9218,Taiwo Awoniyi,Offence,1997-08-12,Nigeria,Nottingham
28,136733,Gio Reyna,Offence,2002-11-13,USA,Nottingham
29,156959,Luis Felipe Monteiro,Offence,1989-05-16,Brazil,Nottingham
30,178772,Rodrigo Ribeiro,Offence,2005-04-28,Portugal,Nottingham
31,190928,Detlef Osong,Offence,2004-09-21,England,Nottingham
32,245459,Joe Gardner,Offence,2005-06-06,England,Nottingham
0,3884,Sam Johnstone,Goalkeeper,1993-03-25,England,Crystal Palace
1,5457,Dean Henderson,Goalkeeper,1997-03-12,England,Crystal Palace
2,6413,Remi Matthews,Goalkeeper,1994-02-10,England,Crystal Palace
3,187229,Joe Whitworth,Goalkeeper,2004-02-29,England,Crystal Palace
4,2253,Joachim Andersen,Defence,1996-05-31,Denmark,Crystal Palace
5,7784,Rob Holding,Defence,1995-09-20,England,Crystal Palace
6,7863,Nathaniel Clyne,Defence,1991-04-05,England,Crystal Palace
7,8029,Nathan Ferguson,Defence,2000-10-06,England,Crystal Palace
8,8141,Joel Ward,Defence,1989-10-29,England,Crystal Palace
9,8144,James Tomkins,Defence,1989-03-29,England,Crystal Palace
10,8145,Jeffrey Schlupp,Defence,1992-12-23,Ghana,Crystal Palace
11,8147,Jaïro Riedewald,Defence,1996-09-09,Netherlands,Crystal Palace
12,22010,Daniel Muñoz,Defence,1996-05-26,Colombia,Crystal Palace
13,99856,Chris Richards,Defence,2000-03-28,USA,Crystal Palace
14,118489,Marc Guéhi,Defence,2000-07-13,England,Crystal Palace
15,137068,Tyrick Mitchell,Defence,1999-09-01,England,Crystal Palace
16,3737,Jefferson Lerma,Midfield,1994-10-25,Colombia,Crystal Palace
17,4032,Eberechi Eze,Midfield,1998-06-29,England,Crystal Palace
18,8124,Will Hughes,Midfield,1995-04-17,England,Crystal Palace
19,74677,Cheick Doucouré,Midfield,2000-01-08,Mali,Crystal Palace
20,113765,Michael Olise,Midfield,2001-12-12,France,Crystal Palace
21,131752,Naouirou Ahamada,Midfield,2002-03-29,France,Crystal Palace
22,179712,Jesurun Rak-Sakyi,Midfield,2002-10-05,England,Crystal Palace
23,180389,Adam Wharton,Midfield,2004-02-06,England,Crystal Palace
24,204522,David Ozoh,Midfield,2005-06-01,England,Crystal Palace
25,221789,Jadan Raymond,Midfield,2003-10-15,England,Crystal Palace
26,641,Jean-Philippe Mateta,Offence,1997-06-28,France,Crystal Palace
27,7984,Jordan Ayew,Offence,1991-09-11,Ghana,Crystal Palace
28,16077,Odsonne Edouard,Offence,1998-01-16,France,Crystal Palace
29,176241,Matheus Franca,Offence,2004-04-01,Brazil,Crystal Palace
30,176647,Luke Plange,Offence,2002-11-04,England,Crystal Palace
31,247375,Franco Umeh,Offence,2005-01-26,Ireland,Crystal Palace
0,4327,Adam Davies,Goalkeeper,1992-07-17,Wales,Sheffield Utd
1,23699,Ivo Grbić,Goalkeeper,1996-01-18,Croatia,Sheffield Utd
2,34907,Wesley Foderingham,Goalkeeper,1991-01-14,England,Sheffield Utd
3,186507,Jordan Amissah,Goalkeeper,2001-08-02,Germany,Sheffield Utd
4,4013,Jack Robinson,Defence,1993-09-01,England,Sheffield Utd
5,4184,Jayden Bogle,Defence,2000-07-27,England,Sheffield Utd
6,4295,Chris Basham,Defence,1988-07-20,England,Sheffield Utd
7,4305,Rhys Norrington-Davies,Defence,1999-04-22,Wales,Sheffield Utd
8,4313,George Baldock,Defence,1993-03-09,Greece,Sheffield Utd
9,4425,John Egan,Defence,1992-10-20,Ireland,Sheffield Utd
10,5469,Max Lowe,Defence,1997-05-11,England,Sheffield Utd
11,7826,Mason Holgate,Defence,1996-10-22,England,Sheffield Utd
12,25615,Anel Ahmedhodzic,Defence,1999-03-26,Bosnia-Herzegovina,Sheffield Utd
13,77185,Auston Trusty,Defence,1998-08-12,USA,Sheffield Utd
14,133766,Yasser Larouci,Defence,2001-01-01,France,Sheffield Utd
15,245341,Evan Easton,Defence,2005-01-14,Scotland,Sheffield Utd
16,3972,Oliver Norwood,Midfield,1991-04-12,Northern Ireland,Sheffield Utd
17,7837,Tom Davies,Midfield,1998-06-30,England,Sheffield Utd
18,9623,Gustavo Hamer,Midfield,1997-06-24,Netherlands,Sheffield Utd
19,11296,Ben Osborn,Midfield,1994-08-05,England,Sheffield Utd
20,115078,Vinícius Souza,Midfield,1999-06-17,Brazil,Sheffield Utd
21,141826,Anis Ben Slimane,Midfield,2001-03-16,Tunisia,Sheffield Utd
22,172956,James McAtee,Midfield,2002-10-18,England,Sheffield Utd
23,178019,Ollie Arblaster,Midfield,2004-05-05,England,Sheffield Utd
24,188408,Andre Brooks,Midfield,2003-08-20,England,Sheffield Utd
25,210648,Sydie Peck,Midfield,2004-09-13,England,Sheffield Utd
26,4359,Oliver McBurnie,Offence,1996-06-04,Scotland,Sheffield Utd
27,7877,Rhian Brewster,Offence,2000-04-01,England,Sheffield Utd
28,11300,Ben Brereton,Offence,1999-04-18,Chile,Sheffield Utd
29,128242,Cameron Archer,Offence,2001-07-21,England,Sheffield Utd
30,169191,Daniel Jebbison,Offence,2003-07-11,England,Sheffield Utd
31,169324,William Osula,Offence,2003-08-04,England,Sheffield Utd
32,226992,Ryan Oné,Offence,2006-06-26,Scotland,Sheffield Utd
33,247247,Billy Blacker,Offence,,England,Sheffield Utd
0,5597,James Shea,Goalkeeper,1991-06-16,England,Luton Town
1,8258,Tim Krul,Goalkeeper,1988-04-03,Netherlands,Luton Town
2,8991,Thomas Kamiński,Goalkeeper,1992-10-23,Belgium,Luton Town
3,3928,Reece Burke,Defence,1996-09-02,England,Luton Town
4,4842,Amari'i Bell,Defence,1994-05-05,Jamaica,Luton Town
5,5123,Tom Lockyer,Defence,1994-12-03,Wales,Luton Town
6,5600,Daniel Potts,Defence,1994-04-13,England,Luton Town
7,24058,Mads Juel Andersen,Defence,1997-12-27,Denmark,Luton Town
8,46751,Gabriel Osho,Defence,1998-08-14,England,Luton Town
9,48834,Daiki Hashioka,Defence,1999-05-17,Japan,Luton Town
10,80781,Alfie Doughty,Defence,1999-12-21,England,Luton Town
11,123574,Issa Kaboré,Defence,2001-05-12,Burkina Faso,Luton Town
12,136352,Teden Mengi,Defence,2002-04-30,England,Luton Town
13,209101,Joseph Johnson,Defence,2001-04-14,England,Luton Town
14,214398,Aiden Francis-Clarke,Defence,2005-09-13,England,Luton Town
15,4378,Fred Onyedinma,Midfield,1996-11-24,Nigeria,Luton Town
16,4440,Chiedozie Ogbene,Midfield,1997-05-01,Ireland,Luton Town
17,5623,Luke Berry,Midfield,1992-07-12,England,Luton Town
18,7817,Ross Barkley,Midfield,1993-12-05,England,Luton Town
19,8157,Andros Townsend,Midfield,1991-07-16,England,Luton Town
20,8862,Albert Sambi Lokonga,Midfield,1999-10-22,Belgium,Luton Town
21,8885,Marvelous Nakamba,Midfield,1994-10-19,Zimbabwe,Luton Town
22,98483,Tahith Chong,Midfield,1999-12-04,Netherlands,Luton Town
23,170448,Pelly-Ruddock Mpanzu,Midfield,1994-03-22,DR Congo,Luton Town
24,177300,Elliot Thorpe,Midfield,2000-11-09,Wales,Luton Town
25,209111,Zack Nelson,Midfield,2005-04-21,England,Luton Town
26,4413,Cauley Woodrow,Offence,1994-12-02,England,Luton Town
27,5483,Carlton Morris,Offence,1995-12-16,England,Luton Town
28,5552,Jacob Brown,Offence,1998-04-10,Scotland,Luton Town
29,6240,Jordan Clark,Offence,1993-09-22,England,Luton Town
30,58085,Elijah Adebayo,Offence,1998-01-07,England,Luton Town
0,4040,Jason Steele,Goalkeeper,1990-08-18,England,Brighton Hove
1,126870,Bart Verbruggen,Goalkeeper,2002-08-18,Netherlands,Brighton Hove
2,140203,Thomas McGill,Goalkeeper,2000-03-25,England,Brighton Hove
3,4228,Adam Webster,Defence,1995-01-04,England,Brighton Hove
4,7547,Joël Veltman,Defence,1992-01-15,Netherlands,Brighton Hove
5,7861,James Milner,Defence,1986-01-04,England,Brighton Hove
6,8259,Lewis Dunk,Defence,1991-11-21,England,Brighton Hove
7,10777,Igor,Defence,1998-02-07,Brazil,Brighton Hove
8,32642,Pervis Estupiñán,Defence,1998-01-21,Ecuador,Brighton Hove
9,98566,Jan Paul van Hecke,Defence,2000-06-08,Netherlands,Brighton Hove
10,133787,Tariq Lamptey,Defence,2000-09-30,Ghana,Brighton Hove
11,170261,Valentin Barco,Defence,2004-07-23,Argentina,Brighton Hove
12,240199,Benjamin Jackson,Defence,2003-09-03,England,Brighton Hove
13,244632,Leigh Kavanagh,Defence,2003-12-27,Ireland,Brighton Hove
14,3318,Adam Lallana,Midfield,1988-05-10,England,Brighton Hove
15,8273,Pascal Groß,Midfield,1991-06-15,Germany,Brighton Hove
16,99952,Jakub Moder,Midfield,1999-04-07,Poland,Brighton Hove
17,126289,Billy Gilmour,Midfield,2001-06-11,Scotland,Brighton Hove
18,132707,Kaoru Mitoma,Midfield,1997-05-20,Japan,Brighton Hove
19,161365,Solly March,Midfield,1994-07-20,England,Brighton Hove
20,168949,Julio Enciso,Midfield,2004-01-23,Paraguay,Brighton Hove
21,178604,Carlos Baleba,Midfield,2004-01-03,Cameroon,Brighton Hove
22,184273,Facundo Buonanotte,Midfield,2004-12-23,Argentina,Brighton Hove
23,190851,Jack Hinshelwood,Midfield,2005-04-11,England,Brighton Hove
24,204449,Cameron Peupion,Midfield,2002-09-23,Australia,Brighton Hove
25,213692,Caylan Vickers,Midfield,2004-12-22,England,Brighton Hove
26,244662,Samy Chouchane,Midfield,2003-09-05,France,Brighton Hove
27,3328,Danny Welbeck,Offence,1990-11-26,England,Brighton Hove
28,103125,João Pedro,Offence,2001-09-26,Brazil,Brighton Hove
29,128040,Ansu Fati,Offence,2002-10-31,Spain,Brighton Hove
30,130809,Evan Ferguson,Offence,2004-10-19,Ireland,Brighton Hove
31,166249,Simon Adingra,Offence,2002-01-01,Ivory Coast,Brighton Hove
32,227761,Joshua Duffus,Offence,2004-12-15,England,Brighton Hove
33,230534,Mark O'Mahony,Offence,2005-01-14,Ireland,Brighton Hove
34,230535,Benicio Boaitey,Offence,2004-01-09,England,Brighton Hove
35,244609,Luca Barrington,Offence,2004-12-12,England,Brighton Hove
0,2050,Thomas Strakosha,Goalkeeper,1995-03-19,Albania,Brentford
1,4419,Ellery Balcombe,Goalkeeper,1999-10-15,England,Brentford
2,9923,Mark Flekken,Goalkeeper,1993-06-13,Netherlands,Brentford
3,144530,Hákon Rafn Valdimarsson,Goalkeeper,2001-10-13,Iceland,Brentford
4,176806,Vincent Angelini,Goalkeeper,2003-09-12,Scotland,Brentford
5,4334,Ethan Pinnock,Defence,1993-05-29,Jamaica,Brentford
6,4426,Rico Henry,Defence,1997-07-08,England,Brentford
7,15535,Mads Roerslev,Defence,1999-06-24,Denmark,Brentford
8,16068,Kristoffer Ajer,Defence,1998-04-17,Norway,Brentford
9,51116,Reguilón,Defence,1996-12-16,Spain,Brentford
10,101111,Aaron Hickey,Defence,2002-01-01,Scotland,Brentford
11,115642,Nathan Collins,Defence,2001-04-30,Ireland,Brentford
12,167115,Ben Mee,Defence,1989-09-21,England,Brentford
13,179731,Zanka,Defence,1990-04-23,Denmark,Brentford
14,221783,Ji-soo Kim,Defence,2004-12-24,South Korea,Brentford
15,245364,Benjamin Fredrick,Defence,2005-05-28,Nigeria,Brentford
16,8626,Bryan Mbeumo,Midfield,1999-08-07,Cameroon,Brentford
17,10000,Vitaly Janelt,Midfield,1998-05-10,Germany,Brentford
18,10194,Mathias Jensen,Midfield,1996-01-01,Denmark,Brentford
19,24102,Christian Nørgaard,Midfield,1994-03-10,Denmark,Brentford
20,24210,Frank Onyeka,Midfield,1998-01-01,Nigeria,Brentford
21,56666,Shandon Baptiste,Midfield,1998-04-08,Grenada,Brentford
22,131892,Ethan Brierley,Midfield,2003-11-23,England,Brentford
23,188818,Ryan Trevitt,Midfield,2003-03-12,England,Brentford
24,204421,Yegor Yarmolyuk,Midfield,2004-03-01,Ukraine,Brentford
25,214532,Yunus Konak,Midfield,,Turkey,Brentford
26,612,Yoane Wissa,Offence,1996-09-03,DR Congo,Brentford
27,4443,Neal Maupay,Offence,1996-08-14,France,Brentford
28,5453,Ivan Toney,Offence,1996-03-16,England,Brentford
29,7796,Josh Dasilva,Offence,1998-10-23,England,Brentford
30,24238,Mikkel Damsgaard,Offence,2000-07-03,Denmark,Brentford
31,101910,Keane Lewis-Potter,Offence,2001-02-22,England,Brentford
32,123286,Kevin Schade,Offence,2001-11-27,Germany,Brentford
33,179746,Saman Ghoddos,Offence,1993-09-06,Iran,Brentford
34,229276,Valentin Adedokun,Offence,2003-02-14,Ireland,Brentford
0,3357,Alphonse Aréola,Goalkeeper,1993-02-27,France,West Ham
1,3526,Łukasz Fabiański,Goalkeeper,1985-04-18,Poland,West Ham
2,137390,Joseph Anang,Goalkeeper,2000-06-08,England,West Ham
3,3293,Edson Álvarez,Defence,1997-10-24,Mexico,West Ham
4,7789,Konstantinos Mavropanos,Defence,1997-12-11,Greece,West Ham
5,7809,Emerson,Defence,1994-08-03,Italy,West Ham
6,7948,Kurt Zouma,Defence,1994-10-27,France,West Ham
7,8201,Aaron Cresswell,Defence,1989-12-15,England,West Ham
8,8202,Angelo Ogbonna,Defence,1988-05-23,Italy,West Ham
9,8224,Ben Johnson,Defence,2000-01-24,England,West Ham
10,15742,Tomáš Souček,Defence,1995-02-27,Czech Republic,West Ham
11,62631,Vladimir Coufal,Defence,1992-08-22,Czech Republic,West Ham
12,81191,Nayef Aguerd,Defence,1996-03-30,Morocco,West Ham
13,1543,Lucas Paquetá,Midfield,1997-08-27,Brazil,West Ham
14,4147,Kalvin Phillips,Midfield,1995-12-02,England,West Ham
15,8088,James Ward-Prowse,Midfield,1994-11-01,England,West Ham
16,8212,Michail Antonio,Midfield,1990-03-28,Jamaica,West Ham
17,77399,Mohammed Kudus,Midfield,2000-08-02,Ghana,West Ham
18,188900,Oliver Scarles,Midfield,2005-12-12,England,West Ham
19,191334,Levi Laing,Midfield,2003-04-12,England,West Ham
20,209125,Kaelan Casey,Midfield,2004-10-28,England,West Ham
21,209130,Lewis Orford,Midfield,2006-02-18,England,West Ham
22,7875,Danny Ings,Offence,1992-07-23,England,West Ham
23,8471,Maxwel Cornet,Offence,1996-09-27,Ivory Coast,West Ham
24,11414,Jarrod Bowen,Offence,1996-01-01,England,West Ham
25,187380,Divin Mubama,Offence,2004-10-25,England,West Ham
0,2788,Ionuț Radu,Goalkeeper,1997-05-28,Romania,Bournemouth
1,3221,Neto,Goalkeeper,1989-07-19,Brazil,Bournemouth
2,4203,Darren Randolph,Goalkeeper,1987-05-12,Ireland,Bournemouth
3,82135,Mark Travers,Goalkeeper,1999-05-18,Ireland,Bournemouth
4,189567,Cameron Plain,Goalkeeper,2002-11-28,England,Bournemouth
5,246451,Callan McKenna,Goalkeeper,2006-12-22,Scotland,Bournemouth
6,3966,Ryan Fredericks,Defence,1992-10-10,England,Bournemouth
7,4393,Lloyd Kelly,Defence,1998-10-06,England,Bournemouth
8,4427,Chris Mepham,Defence,1997-11-05,Wales,Bournemouth
9,8231,Adam Smith,Defence,1991-04-29,England,Bournemouth
10,46046,Marcos Senesi,Defence,1997-05-10,Argentina,Bournemouth
11,77596,Tyler Adams,Defence,1999-02-14,USA,Bournemouth
12,80765,Max Aarons,Defence,2000-01-04,England,Bournemouth
13,82145,James Hill,Defence,2002-01-10,England,Bournemouth
14,143573,Illia Zabarnyi,Defence,2002-09-01,Ukraine,Bournemouth
15,171141,Milos Kerkez,Defence,2003-11-07,Hungary,Bournemouth
16,191449,Maxwell Kinsey-Wellings,Defence,2005-02-02,England,Bournemouth
17,3327,Lewis Cook,Midfield,1997-02-03,England,Bournemouth
18,6396,Marcus Tavernier,Midfield,1999-03-22,England,Bournemouth
19,8184,Philip Billing,Midfield,1996-06-11,Denmark,Bournemouth
20,8762,Romain Faivre,Midfield,1998-07-14,France,Bournemouth
21,34495,Ryan Christie,Midfield,1995-02-22,Scotland,Bournemouth
22,177305,Dango Ouattara,Midfield,2002-02-11,Burkina Faso,Bournemouth
23,209103,Dominic Sadi,Midfield,2003-09-02,England,Bournemouth
24,4417,Antoine Semenyo,Offence,2000-01-07,Ghana,Bournemouth
25,7561,Justin Kluivert,Offence,1999-05-05,Netherlands,Bournemouth
26,7878,Dominic Solanke,Offence,1997-09-14,England,Bournemouth
27,22040,Luis Sinisterra,Offence,1999-06-17,Colombia,Bournemouth
28,33132,Enes Ünal,Offence,1997-05-10,Turkey,Bournemouth
29,161088,Alex Scott,Offence,2003-08-21,England,Bournemouth
0,98754,Álex Domínguez,Goalkeeper,1998-07-30,Spain,Toulouse
1,161354,Thomas Himeur,Goalkeeper,2001-01-17,France,Toulouse
2,178669,Guillaume Restes,Goalkeeper,2005-03-11,France,Toulouse
3,212867,Justin Lacombe,Goalkeeper,2003-04-09,France,Toulouse
4,814,Logan Costa,Defence,2001-04-01,Cape Verde Islands,Toulouse
5,21385,Gabriel Suazo,Defence,1997-08-09,Chile,Toulouse
6,24190,Rasmus Nicolaisen,Defence,1997-03-16,Denmark,Toulouse
7,24302,Mikkel Desler,Defence,1995-02-19,Denmark,Toulouse
8,119064,Moussa Diarra,Defence,2000-11-10,Mali,Toulouse
9,160414,Kévin Keben Biakolo,Defence,2004-01-26,Cameroon,Toulouse
10,180519,Warren Kamanzi,Defence,2000-11-11,Norway,Toulouse
11,188481,Christian Mawissa,Defence,2005-04-18,France,Toulouse
12,204253,Ilyes Aradj,Defence,2005-06-05,France,Toulouse
13,246113,Nicolas Wasbauer,Defence,2004-07-04,France,Toulouse
14,4621,Denis Genreau,Midfield,1999-05-21,Australia,Toulouse
15,7758,Stijn Spierings,Midfield,1996-03-12,Netherlands,Toulouse
16,9455,Niklas Schmidt,Midfield,1998-03-01,Germany,Toulouse
17,9490,Vincent Sierro,Midfield,1995-10-08,Switzerland,Toulouse
18,59126,Naatan Skyttä,Midfield,2002-05-07,Finland,Toulouse
19,171438,Ibrahim Cissoko,Midfield,2003-03-26,Netherlands,Toulouse
20,172082,Cesar Gelabert Pina,Midfield,2000-10-31,Spain,Toulouse
21,190875,Edhy Zuliani,Midfield,2004-08-11,Algeria,Toulouse
22,192688,Aron Dönnum,Midfield,1998-04-20,Norway,Toulouse
23,212934,Noah Lahmadi,Midfield,2005-01-05,France,Toulouse
24,9848,Thijs Dallinga,Offence,2000-08-03,Netherlands,Toulouse
25,80175,Yann Gboho,Offence,2001-01-14,France,Toulouse
26,81085,Zakaria Aboukhlal,Offence,2000-02-18,Morocco,Toulouse
27,81229,Cristian Cásseres Jr.,Offence,2000-01-20,Venezuela,Toulouse
28,176747,Frank Magri,Offence,1999-09-04,France,Toulouse
29,206334,Bonota Traore,Offence,2003-06-30,France,Toulouse
30,212589,Shavy Warren Babicka,Offence,2000-06-01,Gabon,Toulouse
31,212975,Noah Edjouma,Offence,2005-10-04,France,Toulouse
0,731,Grégoire Coudert,Goalkeeper,1999-04-03,France,Brest
1,7675,Marco Bizot,Goalkeeper,1991-03-10,Netherlands,Brest
2,221769,Yann Marillat,Goalkeeper,1994-08-12,France,Brest
3,441,Brendan Chardonnet,Defence,1994-12-22,France,Brest
4,8350,Jordan Amavi,Defence,1994-03-09,France,Brest
5,8778,Kenny Lala,Defence,1991-10-03,France,Brest
6,119418,Julien Le Cardinal,Defence,1997-08-03,France,Brest
7,123200,Lilian Brassier,Defence,1999-11-02,France,Brest
8,171659,Bradley Locko,Defence,2002-05-06,France,Brest
9,221341,Antonin Cartillier,Defence,2004-06-23,France,Brest
10,227982,Luc Zogbe,Defence,2005-03-24,Ivory Coast,Brest
11,722,Mathias Pereira Lage,Midfield,1996-11-30,Portugal,Brest
12,856,Romain Del Castillo,Midfield,1996-03-29,France,Brest
13,8439,Pierre Lees Melou,Midfield,1993-05-25,France,Brest
14,8542,Mahdi Camara,Midfield,1998-06-30,France,Brest
15,8788,Jonas Martin,Midfield,1990-04-09,France,Brest
16,76145,Hugo Magnetti,Midfield,1998-05-30,France,Brest
17,122510,Adrien Lebeau,Midfield,1998-01-26,France,Brest
18,172283,Axel Camblan,Midfield,2003-06-18,France,Brest
19,175942,Kamory Doumbia,Midfield,2003-02-18,Mali,Brest
20,8193,Steve Mounié,Offence,1994-09-29,Benin,Brest
21,134582,Jérémy Le Douaron,Offence,1998-04-21,France,Brest
22,152458,Martin Satriano,Offence,2001-02-20,Uruguay,Brest
23,217659,Djibril Konté,Offence,2002-11-04,France,Brest
24,181927,Bilal Brahimi,Forward,2000-03-14,Algeria,Brest
0,32695,Pau López,Goalkeeper,1994-12-13,Spain,Marseille
1,33614,Rubén Blanco,Goalkeeper,1995-07-25,Spain,Marseille
2,137322,Simon Ngapandouetnbu,Goalkeeper,2003-12-04,Cameroon,Marseille
3,178114,Jelle Van Neck,Goalkeeper,2004-03-07,Belgium,Marseille
4,238,Ulisses Garcia,Defence,1996-01-11,Switzerland,Marseille
5,1023,Jonathan Clauss,Defence,1992-09-25,France,Marseille
6,7918,Chancel Mbemba,Defence,1994-08-08,DR Congo,Marseille
7,8912,Samuel Gigot,Defence,1993-10-12,France,Marseille
8,45512,Stéphane Sparagna,Defence,1995-02-17,France,Marseille
9,82020,Leonardo Balerdi,Defence,1999-01-26,Argentina,Marseille
10,160410,Quentin Merlin,Defence,2002-05-16,France,Marseille
11,171044,Roggerio Nyakossi,Defence,2004-01-13,Switzerland,Marseille
12,179436,Yakine Said M'Madi,Defence,2004-03-11,Comoros,Marseille
13,179596,Bamo Meité,Defence,2001-06-20,Ivory Coast,Marseille
14,188908,Michael Murillo,Defence,1996-02-11,Panama,Marseille
15,221805,Léo Jousselin,Defence,2002-01-02,France,Marseille
16,633,Pape Gueye,Midfield,1999-01-24,Senegal,Marseille
17,1783,Jordan Veretout,Midfield,1993-03-01,France,Marseille
18,3714,Amine Harit,Midfield,1997-06-18,Morocco,Marseille
19,8695,Valentin Rongier,Midfield,1994-12-07,France,Marseille
20,33149,Geoffrey Kondogbia,Midfield,1993-02-15,Central African Republic,Marseille
21,82081,Sofiane Sidi Ali,Midfield,1995-07-14,France,Marseille
22,94091,Iliman Ndiaye,Midfield,1999-07-22,Senegal,Marseille
23,113434,Jean Onana,Midfield,2000-01-08,Cameroon,Marseille
24,122511,Azzedine Ounahi,Midfield,2000-04-19,Morocco,Marseille
25,169192,Paolo Sciortino,Midfield,2003-11-05,France,Marseille
26,170409,Bilal Nadir,Midfield,2003-11-28,France,Marseille
27,204245,Emran Soglo,Midfield,2005-07-11,England,Marseille
28,221340,Noam Mayoka-Tika,Midfield,2003-11-02,Belgium,Marseille
29,221826,Alexandre Tunkadi,Midfield,2005-10-20,France,Marseille
30,77,Joaquín Correa,Offence,1994-08-13,Argentina,Marseille
31,3638,Ismaïla Sarr,Offence,1998-02-25,Senegal,Marseille
32,7801,Pierre-Emerick Aubameyang,Offence,1989-06-18,Gabon,Marseille
33,115074,Luis Henrique,Offence,2001-12-14,Brazil,Marseille
34,144651,Faris Moumbagna,Offence,2000-07-01,Cameroon,Marseille
35,246025,Iuri Moreira,Offence,2004-03-24,Portugal,Marseille
0,8365,Dimitry Bertaud,Goalkeeper,1998-06-06,France,Montpellier
1,8366,Benjamin Lecomte,Goalkeeper,1991-04-26,France,Montpellier
2,212855,Belmin Dizdarevic,Goalkeeper,2001-08-09,Bosnia-Herzegovina,Montpellier
3,800,Modibo Sagnan,Defence,1999-04-14,France,Montpellier
4,847,Théo Sainte-Luce,Defence,1998-10-20,France,Montpellier
5,8297,Christopher Jullien,Defence,1993-03-22,France,Montpellier
6,8298,Issiaga Sylla,Defence,1994-01-01,Guinea,Montpellier
7,31252,Silvan Hefti,Defence,1997-10-25,Switzerland,Montpellier
8,37107,Boubacar Kouyaté,Defence,1997-04-15,Mali,Montpellier
9,37446,Falaye Sacko,Defence,1995-05-01,Mali,Montpellier
